"Source","U.S. Bureau of Labor Statistics, Quarterly Census of Employment and Wages"
"Period","First Quarter(p)"
"Industry","Total, all industries"
"Area Name","Year","Quarter","No Of Establishments","Employment","One-Year Employment Gain/Loss (Percent)","Average Weekly Wages","On-Year Weekly Wages Gain/Loss (Percent)","Industry","FIPS","USPS"
Anderson County,"2021","First Quarter(p)","1773","40157","-0.1","1195","0.6","Total, all industries","47001","TN"
Bedford County,"2021","First Quarter(p)","934","16190","0.3","775","1.2","Total, all industries","47003","TN"
Benton County,"2021","First Quarter(p)","320","4078","-0.6","717","7.5","Total, all industries","47005","TN"
Bledsoe County,"2021","First Quarter(p)","158","2125","-3.0","722","3.7","Total, all industries","47007","TN"
Blount County,"2021","First Quarter(p)","2740","50264","-1.1","952","3.5","Total, all industries","47009","TN"
Bradley County,"2021","First Quarter(p)","2064","42704","-1.2","851","2.4","Total, all industries","47011","TN"
Campbell County,"2021","First Quarter(p)","672","9111","-0.2","681","-1.2","Total, all industries","47013","TN"
Cannon County,"2021","First Quarter(p)","249","2375","0.0","687","3.0","Total, all industries","47015","TN"
Carroll County,"2021","First Quarter(p)","486","6242","-5.5","657","4.6","Total, all industries","47017","TN"
Carter County,"2021","First Quarter(p)","763","11564","-0.7","700","1.4","Total, all industries","47019","TN"
Cheatham County,"2021","First Quarter(p)","766","8948","5.7","922","0.4","Total, all industries","47021","TN"
Chester County,"2021","First Quarter(p)","287","3838","5.0","694","0.7","Total, all industries","47023","TN"
Claiborne County,"2021","First Quarter(p)","520","8863","-2.9","714","1.0","Total, all industries","47025","TN"
Clay County,"2021","First Quarter(p)","146","1278","-0.9","593","2.4","Total, all industries","47027","TN"
Cocke County,"2021","First Quarter(p)","530","7333","0.1","714","3.3","Total, all industries","47029","TN"
Coffee County,"2021","First Quarter(p)","1382","25421","-3.3","895","2.4","Total, all industries","47031","TN"
Crockett County,"2021","First Quarter(p)","282","3671","0.5","864","-6.4","Total, all industries","47033","TN"
Cumberland County,"2021","First Quarter(p)","1283","16959","-3.9","694","4.2","Total, all industries","47035","TN"
Davidson County,"2021","First Quarter(p)","27051","484413","-5.4","1377","7.7","Total, all industries","47037","TN"
Decatur County,"2021","First Quarter(p)","241","3121","-7.5","739","1.2","Total, all industries","47039","TN"
DeKalb County,"2021","First Quarter(p)","376","5651","2.3","741","-0.4","Total, all industries","47041","TN"
Dickson County,"2021","First Quarter(p)","1170","17572","-0.9","770","1.3","Total, all industries","47043","TN"
Dyer County,"2021","First Quarter(p)","841","14982","-0.6","840","4.9","Total, all industries","47045","TN"
Fayette County,"2021","First Quarter(p)","671","8066","3.3","899","3.7","Total, all industries","47047","TN"
Fentress County,"2021","First Quarter(p)","329","5166","-0.2","606","2.7","Total, all industries","47049","TN"
Franklin County,"2021","First Quarter(p)","840","10892","-6.1","770","2.4","Total, all industries","47051","TN"
Gibson County,"2021","First Quarter(p)","1003","14041","-0.7","741","1.4","Total, all industries","47053","TN"
Giles County,"2021","First Quarter(p)","655","9587","-3.6","770","0.9","Total, all industries","47055","TN"
Grainger County,"2021","First Quarter(p)","313","4025","1.6","791","4.2","Total, all industries","47057","TN"
Greene County,"2021","First Quarter(p)","1347","24483","0.1","758","-0.3","Total, all industries","47059","TN"
Grundy County,"2021","First Quarter(p)","204","2096","-3.7","572","7.5","Total, all industries","47061","TN"
Hamblen County,"2021","First Quarter(p)","1372","31701","-1.9","790","1.0","Total, all industries","47063","TN"
Hamilton County,"2021","First Quarter(p)","11020","199844","-3.5","1069","3.8","Total, all industries","47065","TN"
Hancock County,"2021","First Quarter(p)","85","980","3.7","535","-0.6","Total, all industries","47067","TN"
Hardeman County,"2021","First Quarter(p)","394","6293","-8.4","765","-0.9","Total, all industries","47069","TN"
Hardin County,"2021","First Quarter(p)","579","7875","-0.6","840","-2.6","Total, all industries","47071","TN"
Hawkins County,"2021","First Quarter(p)","761","12057","-2.9","823","1.2","Total, all industries","47073","TN"
Haywood County,"2021","First Quarter(p)","343","4874","-0.9","845","5.2","Total, all industries","47075","TN"
Henderson County,"2021","First Quarter(p)","551","7809","-2.3","795","16.4","Total, all industries","47077","TN"
Henry County,"2021","First Quarter(p)","749","11545","1.7","729","-2.3","Total, all industries","47079","TN"
Hickman County,"2021","First Quarter(p)","346","3897","4.6","749","-1.6","Total, all industries","47081","TN"
Houston County,"2021","First Quarter(p)","123","1432","-4.5","620","-1.0","Total, all industries","47083","TN"
Humphreys County,"2021","First Quarter(p)","384","5656","-5.3","934","-1.0","Total, all industries","47085","TN"
Jackson County,"2021","First Quarter(p)","159","1455","2.1","703","6.5","Total, all industries","47087","TN"
Jefferson County,"2021","First Quarter(p)","824","13366","-0.2","808","0.2","Total, all industries","47089","TN"
Johnson County,"2021","First Quarter(p)","291","4411","0.2","763","-3.3","Total, all industries","47091","TN"
Knox County,"2021","First Quarter(p)","13991","235587","-2.3","1051","6.3","Total, all industries","47093","TN"
Lake County,"2021","First Quarter(p)","105","1515","-1.0","697","-0.3","Total, all industries","47095","TN"
Lauderdale County,"2021","First Quarter(p)","362","6755","-1.5","784","1.4","Total, all industries","47097","TN"
Lawrence County,"2021","First Quarter(p)","788","10952","0.2","723","1.1","Total, all industries","47099","TN"
Lewis County,"2021","First Quarter(p)","233","2968","2.9","608","2.4","Total, all industries","47101","TN"
Lincoln County,"2021","First Quarter(p)","673","9183","2.5","747","2.3","Total, all industries","47103","TN"
Loudon County,"2021","First Quarter(p)","1164","17061","-0.2","868","1.9","Total, all industries","47105","TN"
McMinn County,"2021","First Quarter(p)","977","18222","-4.6","840","0.0","Total, all industries","47107","TN"
McNairy County,"2021","First Quarter(p)","469","5122","-9.7","676","4.2","Total, all industries","47109","TN"
Macon County,"2021","First Quarter(p)","356","4881","-0.6","663","3.0","Total, all industries","47111","TN"
Madison County,"2021","First Quarter(p)","2591","58357","-1.8","864","2.4","Total, all industries","47113","TN"
Marion County,"2021","First Quarter(p)","491","7643","4.2","764","4.1","Total, all industries","47115","TN"
Marshall County,"2021","First Quarter(p)","611","9362","-2.6","811","2.1","Total, all industries","47117","TN"
Maury County,"2021","First Quarter(p)","2345","36316","-3.8","982","0.6","Total, all industries","47119","TN"
Meigs County,"2021","First Quarter(p)","136","2211","1.2","816","4.5","Total, all industries","47121","TN"
Monroe County,"2021","First Quarter(p)","769","14509","0.0","761","2.4","Total, all industries","47123","TN"
Montgomery County,"2021","First Quarter(p)","3634","56764","-0.8","779","-0.8","Total, all industries","47125","TN"
Moore County,"2021","First Quarter(p)","91","2203","-10.5","894","5.3","Total, all industries","47127","TN"
Morgan County,"2021","First Quarter(p)","201","3084","0.6","705","-1.8","Total, all industries","47129","TN"
Obion County,"2021","First Quarter(p)","702","10962","-0.4","731","1.2","Total, all industries","47131","TN"
Overton County,"2021","First Quarter(p)","399","5005","1.2","716","1.0","Total, all industries","47133","TN"
Perry County,"2021","First Quarter(p)","133","1578","-10.5","612","1.7","Total, all industries","47135","TN"
Pickett County,"2021","First Quarter(p)","122","930","-2.4","573","-0.3","Total, all industries","47137","TN"
Polk County,"2021","First Quarter(p)","270","2076","-1.6","676","3.7","Total, all industries","47139","TN"
Putnam County,"2021","First Quarter(p)","2142","38063","-0.1","762","0.8","Total, all industries","47141","TN"
Rhea County,"2021","First Quarter(p)","526","10925","0.0","918","4.1","Total, all industries","47143","TN"
Roane County,"2021","First Quarter(p)","838","19411","-1.7","1403","1.1","Total, all industries","47145","TN"
Robertson County,"2021","First Quarter(p)","1341","21583","0.0","801","3.5","Total, all industries","47147","TN"
Rutherford County,"2021","First Quarter(p)","6666","133585","0.2","965","1.6","Total, all industries","47149","TN"
Scott County,"2021","First Quarter(p)","363","5412","-3.3","603","0.0","Total, all industries","47151","TN"
Sequatchie County,"2021","First Quarter(p)","246","3125","-0.7","665","5.1","Total, all industries","47153","TN"
Sevier County,"2021","First Quarter(p)","3097","46672","-3.3","639","3.7","Total, all industries","47155","TN"
Shelby County,"2021","First Quarter(p)","22016","475557","-3.9","1184","6.1","Total, all industries","47157","TN"
Smith County,"2021","First Quarter(p)","347","5132","0.0","800","-3.8","Total, all industries","47159","TN"
Stewart County,"2021","First Quarter(p)","219","2792","-0.3","996","1.8","Total, all industries","47161","TN"
Sullivan County,"2021","First Quarter(p)","3680","66423","-3.9","1058","10.7","Total, all industries","47163","TN"
Sumner County,"2021","First Quarter(p)","4311","57413","1.6","877","2.6","Total, all industries","47165","TN"
Tipton County,"2021","First Quarter(p)","840","12179","4.5","751","-1.1","Total, all industries","47167","TN"
Trousdale County,"2021","First Quarter(p)","140","1863","1.2","786","0.6","Total, all industries","47169","TN"
Unicoi County,"2021","First Quarter(p)","285","4802","1.1","943","7.5","Total, all industries","47171","TN"
Union County,"2021","First Quarter(p)","267","2459","-1.1","720","6.4","Total, all industries","47173","TN"
Van Buren County,"2021","First Quarter(p)","71","750","-4.5","687","12.3","Total, all industries","47175","TN"
Warren County,"2021","First Quarter(p)","867","12586","-2.2","768","2.8","Total, all industries","47177","TN"
Washington County,"2021","First Quarter(p)","3259","61167","-0.5","854","4.7","Total, all industries","47179","TN"
Wayne County,"2021","First Quarter(p)","262","3734","-3.5","724","9.5","Total, all industries","47181","TN"
Weakley County,"2021","First Quarter(p)","592","10898","-2.2","695","5.5","Total, all industries","47183","TN"
White County,"2021","First Quarter(p)","504","6925","-4.2","719","5.7","Total, all industries","47185","TN"
Williamson County,"2021","First Quarter(p)","10763","138315","-0.7","1564","8.0","Total, all industries","47187","TN"
Wilson County,"2021","First Quarter(p)","3451","53790","7.2","849","2.8","Total, all industries","47189","TN"
 